Time,Open,High,Low,Close,Volume,Count,Wap
20221111  03:00:00,285.46,286.12,285,285.27,579.65,167,285.7
20221111  03:15:00,285.33,285.61,284.88,284.92,374.83,90,285.153
20221111  03:30:00,284.94,284.94,284.72,284.87,121.2,45,284.82
20221111  03:45:00,284.8,285.21,284.78,285.09,269.14,68,284.974
20221111  04:00:00,285.07,285.38,284.72,285.05,263.87,70,285.069
20221111  04:15:00,285.15,285.31,284.53,284.65,323.52,72,284.839
20221111  04:30:00,284.65,284.82,284.3,284.34,373.22,100,284.636
20221111  04:45:00,284.34,284.48,284.14,284.36,308.13,82,284.309
20221111  05:00:00,284.26,284.48,284.01,284.38,409.79,86,284.232
20221111  05:15:00,284.48,284.64,284.39,284.58,699.88,122,284.601
20221111  05:30:00,284.65,284.84,284.41,284.44,207.41,57,284.687
20221111  05:45:00,284.41,284.64,284.17,284.44,238.13,58,284.394
20221111  06:00:00,284.46,284.5,283.94,283.97,1169.24,386,284.211
20221111  06:15:00,283.97,284.11,283.7,283.94,732.92,293,283.888
20221111  06:30:00,283.9,284.43,283.76,284.07,632.6,287,284.188
20221111  06:45:00,284.1,284.55,284.04,284.53,541.25,279,284.29
20221111  07:00:00,284.2,286.23,282.53,284.57,1797.09,616,284.654
20221111  07:15:00,284.54,284.92,284.34,284.44,1171.88,448,284.694
20221111  07:30:00,284.43,284.71,284.01,284.32,1306.94,510,284.301
20221111  07:45:00,284.4,284.6,284.2,284.46,977.02,412,284.403
20221111  08:00:00,284.4,284.45,283.25,283.26,2564.23,1030,283.806
20221111  08:15:00,283.26,285.25,282.36,282.51,5388.49,1625,282.816
20221111  08:30:00,282.56,283.06,281.19,282.55,45730.6,21720,282.073
20221111  08:45:00,282.54,284.17,282.54,283,27915.67,13779,283.389
20221111  09:00:00,283,284.96,281.75,284.68,33851.44,16174,283.517
20221111  09:15:00,284.67,285.87,284.63,285.67,22368.31,9647,285.399
20221111  09:30:00,285.71,285.84,284.53,285.35,15588.67,7363,285.1
20221111  09:45:00,285.34,286.34,285.13,285.57,15365.04,6743,285.846
20221111  10:00:00,285.57,286.29,284.37,284.48,16057.51,7180,285.364
20221111  10:15:00,284.47,284.99,283.3,283.31,17189.79,7306,284.273
20221111  10:30:00,283.33,284.18,282.9,283.98,15957.79,7173,283.543
