Time,Open,High,Low,Close,Volume,Count,Wap
20230317  06:00:00,307.03,307.07,306.92,307.05,117.53,36,307.027
20230317  06:02:00,307.07,307.22,306.95,307.22,339.97,42,307.099
20230317  06:04:00,307.21,307.22,307.1,307.13,29.64,12,307.171
20230317  06:06:00,307.15,307.24,307.1,307.2,79.66,19,307.175
20230317  06:08:00,307.24,307.25,307.17,307.22,31.99,17,307.218
20230317  06:10:00,307.19,307.27,306.95,307.27,48.53,21,307.107
20230317  06:12:00,307.18,307.18,307.01,307.04,20.47,6,307.081
20230317  06:14:00,307.07,307.07,307.04,307.04,32,7,307.047
20230317  06:16:00,307,307.08,307,307.01,67.49,12,307.026
20230317  06:18:00,307.01,307.03,306.85,306.85,64.77,19,306.97
20230317  06:20:00,306.88,307.02,306.87,306.89,31.49,16,306.907
20230317  06:22:00,306.89,306.96,306.83,306.96,76.32,18,306.894
20230317  06:24:00,306.96,306.96,306.93,306.93,20.27,6,306.958
20230317  06:26:00,306.84,306.86,306.81,306.81,39.19,9,306.835
20230317  06:28:00,306.8,306.89,306.76,306.85,76.15,24,306.826
20230317  06:30:00,306.82,306.83,306.73,306.79,31.59,16,306.779
20230317  06:32:00,306.81,306.81,306.73,306.79,81.31,23,306.763
20230317  06:34:00,306.75,306.78,306.63,306.63,117.91,26,306.711
20230317  06:36:00,306.59,306.65,306.53,306.56,145.09,25,306.6
20230317  06:38:00,306.51,306.6,306.5,306.6,60.11,17,306.562
20230317  06:40:00,306.63,306.78,306.63,306.77,66.03,24,306.705
20230317  06:42:00,306.78,306.79,306.72,306.79,103.81,33,306.755
20230317  06:44:00,306.85,307.05,306.85,307.01,31.09,21,306.988
20230317  06:46:00,307.05,307.15,307.05,307.1,277.2,101,307.118
20230317  06:48:00,307.1,307.17,307.1,307.11,165.67,48,307.125
20230317  06:50:00,307.13,307.16,307.1,307.13,66.8,23,307.145
20230317  06:52:00,307.13,307.41,307.1,307.41,126.4,51,307.229
20230317  06:54:00,307.36,307.36,307.27,307.27,22.28,15,307.336
20230317  06:56:00,307.32,307.36,307.22,307.22,48.89,20,307.302
