Time,Open,High,Low,Close,Volume,Count,Wap
20220407  03:00:00,353.49,354.3,353.38,354.1,846.08,279,353.903
20220407  03:30:00,354.05,354.98,353.78,354.93,312.74,106,354.334
20220407  04:00:00,354.84,354.91,354.49,354.69,366.29,100,354.722
20220407  04:30:00,354.72,355.11,354.72,355.08,299.93,89,354.969
20220407  05:00:00,355,355.22,355,355.06,183.67,69,355.096
20220407  05:30:00,355.01,355.04,354.54,354.54,632.03,135,354.777
20220407  06:00:00,354.59,355.56,354.12,354.33,1933.52,818,354.669
20220407  06:30:00,354.34,354.6,353.94,354.36,1581.93,663,354.18
20220407  07:00:00,354.24,355.53,351.75,353.3,3059.64,1129,353.792
20220407  07:30:00,353.25,353.62,352.49,352.65,2503.51,1118,353.057
20220407  08:00:00,352.72,352.87,351.93,352.23,3380.43,1439,352.273
20220407  08:30:00,352.24,355,352.09,354.6,72943.96,40927,353.669
20220407  09:00:00,354.57,355.73,352.98,353.51,51544.3,30315,354.143
20220407  09:30:00,353.49,354.5,351.32,352.4,42102.55,23991,352.597
20220407  10:00:00,352.4,353.3,350.8,351.06,33406.65,16667,351.942
20220407  10:30:00,351.08,351.15,349.58,350.12,29158.31,13483,350.435
20220407  11:00:00,350.11,351.11,349.88,350.18,23520.14,11306,350.429
20220407  11:30:00,350.19,350.35,348.69,349.69,25276.89,11745,349.434
20220407  12:00:00,349.66,352.46,349.58,352.18,31820.47,13876,351.223
20220407  12:30:00,352.18,353.29,351.26,353.06,27354.58,13997,352.105
20220407  13:00:00,353.05,353.95,352.27,352.69,25712.85,12270,353.104
20220407  13:30:00,352.68,354.99,352.39,354.72,29445.74,14680,353.487
20220407  14:00:00,354.67,356.35,354.58,354.95,40994.34,20251,355.463
20220407  14:30:00,354.96,356.25,353.82,354.13,60544.61,28121,354.921
20220407  15:00:00,354.12,354.35,353.63,353.71,9350.75,1092,354.085
20220407  15:30:00,353.73,354.1,353.65,353.96,1505.15,269,353.967
20220407  16:00:00,353.93,354.1,353.89,353.98,1028.17,43,354.085
20220407  16:30:00,354.09,354.16,354,354.09,319.84,90,354.109
20220407  17:00:00,354.09,354.3,353.98,354.12,674.62,189,354.144
20220407  17:30:00,354.1,354.15,353.95,354.06,477.78,93,354.03
20220407  18:00:00,354.1,354.49,354,354.46,741.9,170,354.339
20220407  18:30:00,354.48,354.89,354.36,354.69,1408.62,396,354.671
20220408  03:00:00,356.01,356.53,355.97,356.24,408.43,113,356.278
20220408  03:30:00,356.26,356.33,355.16,355.21,284.37,84,355.768
20220408  04:00:00,355.08,355.08,354.64,354.99,224.03,67,354.903
20220408  04:30:00,355.01,355.01,354.62,354.91,104.59,37,354.865
20220408  05:00:00,354.9,355.07,354.1,354.31,406.61,114,354.474
20220408  05:30:00,354.29,355.2,354.14,355.15,284.55,85,354.632
20220408  06:00:00,355.17,355.38,354.95,355.16,508.97,248,355.155
20220408  06:30:00,355.1,355.5,354.95,355.11,1493.96,561,355.242
20220408  07:00:00,355.21,356.49,353.9,354.69,2438.63,887,354.941
20220408  07:30:00,354.73,354.81,353.36,353.53,2546.23,1094,353.898
20220408  08:00:00,353.47,353.47,352.2,352.37,6032.18,2061,352.771
20220408  08:30:00,352.32,352.54,348.62,348.84,70137.37,38844,350.383
20220408  09:00:00,348.82,351.1,348.71,350.84,45002.79,22044,349.891
20220408  09:30:00,350.88,352.42,349.67,352.39,40936.61,20371,351.058
20220408  10:00:00,352.38,353.04,350.98,351.37,35047.02,19576,352.055
20220408  10:30:00,351.41,352.12,350.49,351.83,27960.76,14604,351.372
20220408  11:00:00,351.81,353.09,351.35,352.89,24355.01,14154,352.231
20220408  11:30:00,352.88,352.93,351.92,352.66,18805.06,10024,352.434
20220408  12:00:00,352.66,352.67,350.95,351.09,17416.42,9213,351.69
20220408  12:30:00,351.11,351.14,350.23,350.51,22226.7,9989,350.626
20220408  13:00:00,350.5,351.14,349.37,349.65,34139.99,16193,350.396
20220408  13:30:00,349.67,350.91,349.2,350.22,29737.05,14246,349.968
20220408  14:00:00,350.24,351.05,349.72,350.33,31693.26,13624,350.278
20220408  14:30:00,350.35,350.61,348.5,349.11,57139.98,27026,349.264
20220408  15:00:00,349.12,349.57,349.03,349.15,12171.18,1949,349.243
20220408  15:30:00,349.14,349.15,348.91,348.99,1721.98,449,349.094
20220408  16:00:00,349.03,349.15,348.9,349,612.92,74,349.083
20220408  16:30:00,348.97,348.99,348.53,348.69,231.43,104,348.704
20220408  17:00:00,348.7,348.74,348.67,348.7,31.38,15,348.719
20220408  17:30:00,348.75,348.8,348.69,348.8,78.86,36,348.75
20220408  18:00:00,348.8,349.02,348.7,348.7,119.77,34,348.863
20220408  18:30:00,348.68,348.7,348.52,348.66,59.09,29,348.621
20220411  03:00:00,348,348,344.81,345.26,1506.54,381,345.911
20220411  03:30:00,345.24,345.66,344.96,345.28,461.24,133,345.329
20220411  04:00:00,345.25,345.75,345.11,345.75,646.3,147,345.461
20220411  04:30:00,345.58,346.37,345.33,346.25,1077.73,198,345.96
20220411  05:00:00,346.23,346.79,345.93,346.03,745.84,184,346.371
20220411  05:30:00,346.21,346.53,345.4,346.53,559.97,159,345.913
20220411  06:00:00,346.59,346.76,345.77,346.1,1389.83,530,346.294
20220411  06:30:00,346.03,346.03,345.17,345.2,1903.27,751,345.458
